,Age,Yearly brutto salary (without bonus and stocks) in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week"
837,26.0,180000.0,190000.0,12.967828418230564
838,30.0,151872.0,,12.967828418230564
839,26.0,48000.0,42000.0,12.967828418230564
840,25.0,57000.0,,12.967828418230564
841,34.0,80000.0,,12.967828418230564
842,38.0,65000.0,60000.0,0.0
843,40.0,90000.0,75000.0,12.967828418230564
844,28.0,50000.0,50000.0,12.967828418230564
845,29.0,52000.0,,0.0
846,30.0,51000.0,46000.0,12.967828418230564
847,28.0,52800.0,47500.0,12.967828418230564
848,32.0,55000.0,,12.967828418230564
849,42.0,95000.0,,12.967828418230564
850,27.0,70000.0,,12.967828418230564
851,29.0,61500.0,53000.0,4.0
852,29.0,78000.0,78000.0,12.967828418230564
853,29.0,500000000.0,500000000.0,0.0
854,27.0,42000.0,42000.0,12.967828418230564
855,36.0,150000.0,120000.0,0.0
856,37.0,84000.0,84000.0,40.0
857,31.0,100000.0,,0.0
858,35.0,49000.0,48000.0,12.967828418230564
859,27.0,60000.0,,12.967828418230564
860,29.0,68000.0,,0.0
861,36.0,70000.0,60000.0,12.967828418230564
862,33.0,70000.0,70000.0,20.0
863,42.0,95000.0,,12.967828418230564
864,32.0,48000.0,,12.967828418230564
865,30.0,115000.0,100000.0,12.967828418230564
866,29.0,60000.0,,12.967828418230564
867,23.0,49000.0,,12.967828418230564
868,35.0,40000.0,38000.0,12.967828418230564
869,36.0,81500.0,78500.0,12.967828418230564
870,34.0,75000.0,65000.0,0.0
871,34.0,94000.0,92000.0,12.967828418230564
872,31.0,100000.0,86000.0,12.967828418230564
873,34.0,55000.0,,12.967828418230564
874,31.0,60000.0,,12.967828418230564
875,33.0,80000.0,,12.967828418230564
876,33.0,67000.0,63500.0,12.967828418230564
877,33.0,56000.0,,12.967828418230564
878,29.0,32000.0,,12.967828418230564
879,44.0,45000.0,,12.967828418230564
880,31.0,77000.0,60000.0,0.0
881,26.0,55000.0,,12.967828418230564
882,42.0,95000.0,,12.967828418230564
883,27.0,10001.0,,12.967828418230564
884,33.0,70000.0,,12.967828418230564
885,33.0,90000.0,104000.0,5.0
886,36.0,64000.0,60000.0,12.967828418230564
887,31.0,67473.0,63000.0,12.967828418230564
888,42.0,95000.0,,12.967828418230564
889,30.0,100000.0,100000.0,12.967828418230564
890,32.0,65000.0,55000.0,12.967828418230564
891,34.0,91000.0,91000.0,12.967828418230564
892,35.0,60000.0,60000.0,0.0
893,33.0,79000.0,75000.0,28.0
894,39.0,65000.0,58000.0,12.967828418230564
895,39.0,108000.0,102000.0,32.0
896,25.0,45000.0,12000.0,12.967828418230564
897,34.0,66000.0,66000.0,30.0
898,28.0,75000.0,,12.967828418230564
899,35.0,66500.0,,12.967828418230564
900,38.0,64000.0,64000.0,12.967828418230564
901,34.0,105000.0,70000.0,12.967828418230564
902,36.0,83000.0,81000.0,12.967828418230564
903,30.0,52000.0,52000.0,12.967828418230564
904,32.0,62000.0,57000.0,12.967828418230564
905,27.0,74000.0,70000.0,12.967828418230564
906,27.0,56700.0,,28.0
907,33.0,54000.0,,20.0
908,29.0,72000.0,,12.967828418230564
909,30.0,85000.0,83200.0,12.967828418230564
910,25.0,65000.0,,12.967828418230564
911,38.0,92000.0,85000.0,12.967828418230564
912,30.0,54000.0,,12.967828418230564
913,24.0,90000.0,,12.967828418230564
914,34.0,100000.0,80000.0,12.967828418230564
915,29.0,77250.0,65000.0,12.967828418230564
916,27.0,57000.0,,12.967828418230564
917,36.0,60000.0,60000.0,0.0
918,43.0,70000.0,70000.0,12.967828418230564
919,32.0,80000.0,,12.967828418230564
920,28.0,48000.0,,40.0
921,36.0,74000.0,74000.0,0.0
922,38.0,70000.0,70000.0,0.0
923,27.0,55000.0,,12.967828418230564
924,26.0,25000.0,25000.0,12.967828418230564
925,26.0,48000.0,43000.0,12.967828418230564
926,34.0,90000.0,70000.0,12.967828418230564
927,25.0,58000.0,,12.967828418230564
928,30.0,65000.0,47000.0,12.967828418230564
929,35.0,50400.0,50400.0,40.0
930,30.0,68500.0,,12.967828418230564
931,26.0,69000.0,60000.0,12.967828418230564
932,30.0,48000.0,45600.0,12.967828418230564
933,33.0,58000.0,53000.0,0.0
934,26.0,70000.0,64000.0,40.0
935,29.0,57000.0,,12.967828418230564
936,36.0,106000.0,,24.0
937,23.0,49200.0,44500.0,12.967828418230564
938,45.0,42000.0,,12.967828418230564
939,41.0,50000.0,45000.0,12.967828418230564
940,28.0,43000.0,42000.0,12.967828418230564
941,35.0,77000.0,65000.0,30.0
942,37.0,67000.0,,12.967828418230564
943,26.0,21000.0,19000.0,12.967828418230564
944,30.0,40000.0,40000.0,12.967828418230564
945,24.0,64000.0,40000.0,12.967828418230564
946,35.0,90000.0,88000.0,0.0
947,27.0,25300.0,25300.0,0.0
948,31.0,80000.0,78000.0,12.967828418230564
949,27.0,85600.0,75000.0,0.0
950,29.0,55200.0,50000.0,12.967828418230564
951,29.0,92000.0,75000.0,12.967828418230564
952,34.0,96000.0,85000.0,0.0
953,29.0,60000.0,,8.0
954,35.0,85000.0,80000.0,0.0
956,31.0,90000.0,80000.0,12.967828418230564
957,30.0,55000.0,,12.967828418230564
958,36.0,172000.0,169000.0,12.967828418230564
959,24.0,14400.0,,0.0
960,28.0,25000.0,25000.0,10.0
961,32.0,105000.0,85000.0,12.967828418230564
962,36.0,63000.0,55000.0,12.967828418230564
963,26.0,72000.0,60000.0,12.967828418230564
964,36.0,65000.0,58040.0,12.967828418230564
965,33.0,83000.0,73000.0,32.0
966,35.0,200000.0,200000.0,12.967828418230564
967,29.0,115000.0,,12.967828418230564
968,36.0,58000.0,55000.0,12.967828418230564
969,35.0,50000.0,42000.0,12.967828418230564
970,29.0,75000.0,75000.0,32.0
971,29.0,140000.0,140000.0,12.967828418230564
972,32.0,80000.0,70000.0,12.967828418230564
973,23.0,54179.13,,0.0
974,32.0,65000.0,,12.967828418230564
975,30.0,49000.0,39000.0,40.0
976,30.0,50000.0,45000.0,36.0
977,30.0,59000.0,54000.0,12.967828418230564
978,30.0,52500.0,52500.0,16.0
979,48.0,30000.0,,12.967828418230564
980,31.0,83000.0,75000.0,12.967828418230564
981,38.0,59000.0,,12.967828418230564
982,22.0,10001.0,,0.0
983,28.0,50000.0,30000.0,12.967828418230564
984,29.0,75000.0,75000.0,20.0
985,34.0,54000.0,54000.0,20.0
986,27.0,58000.0,,0.0
987,34.0,70000.0,55000.0,0.0
988,28.0,48000.0,,20.0
989,40.0,88000.0,87000.0,0.0
990,29.0,57750.0,55000.0,12.967828418230564
991,27.0,45000.0,45000.0,0.0
992,35.0,75000.0,,0.0
993,29.0,113000.0,,12.967828418230564
994,38.0,74000.0,71000.0,12.967828418230564
995,32.0,82000.0,75000.0,12.967828418230564
996,37.0,82000.0,79000.0,12.967828418230564
997,29.0,64800.0,58800.0,12.967828418230564
998,32.0,70000.0,,0.0
999,40.0,72000.0,70000.0,12.967828418230564
1000,39.0,82000.0,80000.0,12.967828418230564
1001,32.0,80000.0,80000.0,12.967828418230564
1002,26.0,65000.0,,12.967828418230564
1003,30.0,77000.0,74000.0,12.967828418230564
1004,32.0,80000.0,75000.0,0.0
1005,32.0,65000.0,,12.967828418230564
1006,31.0,59064.0,,40.0
1007,30.0,90000.0,,12.967828418230564
1008,30.0,150000.0,,12.967828418230564
1009,30.0,70000.0,,12.967828418230564
1010,25.0,53500.0,50000.0,32.0
1011,30.0,90000.0,81000.0,12.967828418230564
1012,26.0,75000.0,,12.967828418230564
1013,32.0,65000.0,62000.0,12.967828418230564
1014,32.0,60000.0,,12.967828418230564
1015,39.0,62400.0,60000.0,0.0
1016,31.0,62000.0,60000.0,12.967828418230564
1017,35.0,30000.0,,12.967828418230564
1018,38.0,90000.0,90000.0,12.967828418230564
1019,22.0,35000.0,30000.0,12.967828418230564
1020,32.0,62000.0,62000.0,12.0
1021,30.0,60000.0,51000.0,12.967828418230564
1022,34.0,65600.0,67000.0,12.967828418230564
1023,36.0,80000.0,75000.0,12.967828418230564
1024,26.0,32000.0,,12.967828418230564
1025,28.0,53000.0,43000.0,12.967828418230564
1026,25.0,65000.0,,0.0
1027,28.0,78000.0,78000.0,12.967828418230564
1028,26.0,55500.0,,32.0
1029,35.0,100000.0,90000.0,12.967828418230564
1030,25.0,38000.0,,12.967828418230564
1031,23.0,36000.0,36000.0,12.967828418230564
1032,28.0,65000.0,65000.0,12.967828418230564
1033,36.0,100000.0,85000.0,12.967828418230564
1034,41.0,36000.0,,12.967828418230564
1035,30.0,60000.0,55000.0,12.967828418230564
1036,30.0,60000.0,55000.0,12.967828418230564
1037,28.0,100000.0,140000.0,12.967828418230564
1038,29.0,66000.0,60000.0,12.967828418230564
1039,32.0,73000.0,,12.967828418230564
1040,26.0,64000.0,55000.0,12.967828418230564
1041,26.0,55000.0,45000.0,12.967828418230564
1042,31.0,74000.0,68000.0,12.967828418230564
1043,34.0,60000.0,60000.0,5.0
1044,34.0,67500.0,,30.0
1045,36.0,90000.0,80000.0,12.967828418230564
1046,36.0,124000.0,,12.967828418230564
1047,40.0,65000.0,57000.0,12.967828418230564
1048,31.0,75000.0,75000.0,12.967828418230564
1049,28.0,57000.0,,0.0
1050,28.0,57000.0,,0.0
1051,36.0,120000.0,120000.0,12.967828418230564
1052,22.0,24000.0,,32.0
1053,26.0,60000.0,,12.967828418230564
1054,30.0,58000.0,55000.0,12.967828418230564
1055,35.0,75000.0,74000.0,12.967828418230564
1056,30.0,71000.0,65000.0,0.0
1057,36.0,52500.0,,12.967828418230564
1058,35.0,85000.0,85000.0,12.967828418230564
1059,28.0,50000.0,50000.0,0.0
1060,42.0,66000.0,65000.0,12.967828418230564
1061,34.0,95000.0,90000.0,12.967828418230564
1062,27.0,50000.0,,0.0
1063,32.0,70000.0,,12.967828418230564
1064,36.0,87000.0,77000.0,12.967828418230564
1065,31.0,68000.0,64000.0,0.0
1066,32.0,54000.0,47000.0,12.967828418230564
1067,32.0,83000.0,80000.0,12.967828418230564
1068,36.0,110000.0,65000.0,0.0
1069,26.0,93000.0,80000.0,12.967828418230564
1070,28.0,73700.0,67000.0,0.0
1071,34.0,85000.0,62500.0,12.967828418230564
1072,38.0,87550.0,85000.0,12.967828418230564
1073,37.0,80000.0,75000.0,12.967828418230564
1074,31.0,65000.0,65000.0,30.0
1075,38.0,40700.0,20000.0,12.967828418230564
1076,24.0,48000.0,36000.0,0.0
1077,25.0,60000.0,48000.0,12.967828418230564
1078,33.0,47745.0,47745.0,0.0
1079,39.0,60000.0,60000.0,12.967828418230564
1080,25.0,43500.0,,12.967828418230564
1081,30.0,60000.0,55000.0,0.0
1082,45.0,90000.0,90000.0,12.967828418230564
1083,28.0,60000.0,,12.967828418230564
1084,45.0,90000.0,88000.0,12.967828418230564
1085,37.0,120000.0,120000.0,12.967828418230564
1086,35.0,98000.0,90000.0,12.967828418230564
1087,25.0,51000.0,,12.967828418230564
1088,31.0,69000.0,65000.0,12.967828418230564
1089,31.0,57000.0,,12.967828418230564
1090,25.0,49850.0,36000.0,12.967828418230564
1091,27.0,50000.0,,12.967828418230564
1092,37.0,65000.0,65000.0,12.967828418230564
1093,27.0,73000.0,65000.0,12.967828418230564
1094,32.0,37500.0,34000.0,12.967828418230564
1095,28.0,65000.0,65000.0,12.967828418230564
1096,35.0,42000.0,42000.0,12.967828418230564
1097,36.0,85000.0,80000.0,12.967828418230564
1098,32.0,70000.0,65000.0,12.967828418230564
1099,22.0,45000.0,37000.0,30.0
1100,33.0,100000.0,65000.0,12.967828418230564
1101,35.0,68000.0,68000.0,20.0
1102,32.0,50400.0,50400.0,40.0
1104,28.0,55000.0,,12.967828418230564
1105,30.0,55000.0,55000.0,12.967828418230564
1106,40.0,90000.0,84000.0,32.0
1107,27.0,75000.0,60000.0,12.967828418230564
1108,32.0,80000.0,72000.0,12.967828418230564
1109,33.0,61000.0,58000.0,40.0
1110,31.0,50000.0,45000.0,40.0
1111,30.0,69000.0,63000.0,12.967828418230564
1112,32.0,75000.0,75000.0,12.967828418230564
1113,32.0,95000.0,,12.967828418230564
1114,25.0,70000.0,,12.967828418230564
1115,34.0,74000.0,72000.0,12.967828418230564
1116,29.0,65000.0,55000.0,12.967828418230564
1117,29.0,65000.0,55000.0,12.967828418230564
1118,30.0,85000.0,75000.0,0.0
1119,31.0,110000.0,,12.967828418230564
1120,24.0,77000.0,,12.967828418230564
1121,35.0,60000.0,60000.0,12.967828418230564
1122,31.0,60000.0,,12.967828418230564
1123,27.0,68000.0,60000.0,12.967828418230564
1124,38.0,45500.0,40000.0,12.967828418230564
1125,34.0,72000.0,72000.0,12.967828418230564
1126,35.0,67000.0,60000.0,12.967828418230564
1127,35.0,85000.0,68000.0,12.967828418230564
1128,36.0,75000.0,,12.967828418230564
1129,33.0,70000.0,,12.967828418230564
1130,29.0,82000.0,78000.0,32.0
1131,35.0,85000.0,80000.0,12.967828418230564
1132,30.0,70000.0,,12.967828418230564
1133,31.0,60000.0,70000.0,12.967828418230564
1134,25.0,45000.0,,37.5
1135,24.0,11500.0,,12.967828418230564
1136,34.0,84000.0,72000.0,12.967828418230564
1137,42.0,80000.0,65000.0,0.0
1138,37.0,46000.0,45000.0,12.967828418230564
1139,32.0,75000.0,70000.0,12.967828418230564
1140,26.0,40000.0,15000.0,12.967828418230564
1141,35.0,100000.0,60000.0,12.967828418230564
1142,43.0,115000.0,115000.0,12.967828418230564
1143,41.0,99000.0,99000.0,12.967828418230564
1144,33.0,90000.0,85000.0,12.967828418230564
1145,44.0,72000.0,72000.0,30.0
1146,28.0,54000.0,52000.0,12.967828418230564
1147,34.0,45000.0,45000.0,35.0
1148,32.0,65000.0,60000.0,0.0
1149,40.0,80000.0,,12.967828418230564
1150,28.0,45000.0,45000.0,0.0
1151,26.0,60000.0,37500.0,12.967828418230564
1152,39.0,75000.0,65000.0,12.967828418230564
1153,32.0,92000.0,90000.0,30.0
1154,36.0,90000.0,,0.0
1155,27.0,17500.0,16000.0,12.967828418230564
1156,32.0,63000.0,50000.0,12.967828418230564
1157,25.0,65000.0,,12.967828418230564
1158,37.0,75000.0,,0.0
1160,30.0,60000.0,60000.0,30.0
1161,30.0,70000.0,,12.967828418230564
1162,30.0,70000.0,,12.967828418230564
1163,27.0,70000.0,67000.0,0.0
1164,29.0,70000.0,,12.967828418230564
1165,24.0,70000.0,,12.967828418230564
1166,27.0,40000.0,34000.0,12.967828418230564
1167,28.0,62000.0,63000.0,12.967828418230564
1168,40.0,57000.0,,12.967828418230564
1169,32.0,90000.0,87000.0,12.967828418230564
1170,35.0,60000.0,50000.0,8.0
1171,32.0,72500.0,70000.0,12.967828418230564
1172,30.0,75000.0,,12.967828418230564
1173,30.0,85000.0,82000.0,0.0
1174,36.0,62500.0,59500.0,32.0
1175,33.0,65900.0,,12.967828418230564
1176,33.0,85000.0,80000.0,0.0
1177,32.0,95000.0,79000.0,12.967828418230564
1178,31.0,77500.0,54000.0,12.967828418230564
1179,34.0,75000.0,72000.0,12.967828418230564
1180,32.0,30000.0,,12.967828418230564
1181,32.0,111111.0,,12.967828418230564
1183,28.0,30000.0,30000.0,12.967828418230564
1184,28.0,64000.0,60000.0,12.967828418230564
1185,29.0,51000.0,,12.967828418230564
1186,38.0,110000.0,110000.0,12.967828418230564
1187,33.0,107000.0,,12.967828418230564
1188,36.0,100000.0,,12.967828418230564
1189,36.0,70000.0,67000.0,12.967828418230564
1190,37.0,70000.0,,12.967828418230564
1191,36.0,68000.0,68000.0,12.967828418230564
1192,35.0,46000.0,,0.0
1193,33.0,100000.0,90000.0,12.967828418230564
1194,33.0,70200.0,70200.0,12.967828418230564
1195,31.0,75000.0,,30.0
1196,36.0,75000.0,75000.0,0.0
1197,31.0,85000.0,82000.0,24.0
1198,36.0,66000.0,58000.0,12.967828418230564
1199,37.0,90000.0,85000.0,40.0
1200,30.0,58000.0,42000.0,12.967828418230564
1201,30.0,90000.0,80000.0,12.967828418230564
1202,27.0,35000.0,35000.0,12.967828418230564
1203,33.0,47500.0,47500.0,12.967828418230564
1204,35.0,65000.0,60000.0,0.0
1205,26.0,72000.0,65000.0,0.0
1206,29.0,73000.0,73000.0,32.0
1207,31.0,50000.0,50000.0,12.967828418230564
1208,36.0,72000.0,,0.0
1209,24.0,16320.0,,12.967828418230564
1210,36.0,68000.0,65000.0,12.967828418230564
1211,29.0,70000.0,60000.0,12.967828418230564
1212,30.0,57600.0,51200.0,0.0
1213,30.0,68000.0,65000.0,12.967828418230564
1214,29.0,75000.0,70000.0,28.0
1215,34.0,95000.0,92000.0,12.967828418230564
1216,30.0,82000.0,73000.0,28.0
1217,34.0,90000.0,70000.0,12.967828418230564
1218,27.0,52000.0,52000.0,0.0
1219,26.0,65000.0,,12.967828418230564
1220,35.0,100000.0,85000.0,12.967828418230564
1221,44.0,95000.0,95000.0,12.967828418230564
1222,34.0,55000.0,53000.0,20.0
1223,45.0,200000.0,200000.0,12.967828418230564
1224,31.0,85000.0,80000.0,12.967828418230564
1225,24.0,68250.0,65000.0,12.967828418230564
1226,27.0,63000.0,,12.967828418230564
1227,34.0,63000.0,58000.0,32.0
1228,28.0,63000.0,63000.0,0.0
1229,25.0,65000.0,,0.0
1230,35.0,75000.0,75000.0,12.967828418230564
1231,32.0,70000.0,,12.967828418230564
1233,33.0,60000.0,55000.0,0.0
1234,26.0,20000.0,,12.967828418230564
1235,26.0,20000.0,,12.967828418230564
1236,39.0,76000.0,65000.0,0.0
1237,37.0,84700.0,83000.0,0.0
1238,27.0,52000.0,,12.967828418230564
1239,38.0,95000.0,95000.0,12.967828418230564
1240,31.0,50500.0,49000.0,12.967828418230564
1241,30.0,68000.0,68000.0,12.967828418230564
1242,32.0,130000.0,125000.0,0.0
1243,32.0,55000.0,,12.967828418230564
1244,32.0,95000.0,80000.0,12.967828418230564
1245,28.0,55000.0,55000.0,12.967828418230564
1246,38.0,90000.0,90000.0,12.967828418230564
1247,34.0,108500.0,90000.0,12.967828418230564
1248,31.0,70000.0,70000.0,12.967828418230564
1249,33.0,60000.0,48000.0,12.967828418230564
1250,39.0,110000.0,90000.0,12.967828418230564
1251,26.0,38350.0,33800.0,12.967828418230564
1252,26.0,65000.0,40000.0,30.0
